"Region","Year","Catch_SAU_tonnes","Catch_WAT_tonnes","Catch_STO_tonnes","Land_SAU_tonnes","Land_WAT_tonnes","Land_STO_tonnes","Stckbio_lwr_STO_MTkm2","Stckbio_STO_MTkm2","Stckbio_upr_STO_MTkm2","Stckbio_lwr_SUR_MTkm2","Stckbio_SUR_MTkm2","Stckbio_upr_SUR_MTkm2","Tbio_lwr_SUR_MTkm2","Tbio_SUR_MTkm2","Tbio_upr_SUR_MTkm2","ER_SAU_SUR","ER_WAT_SUR","ER_STO","pcdem_SAU","pcdem_WAT","pcdem_SUR"
"North Sea",1990,2920369.79387183,3464943.18724,2255015.20368326,2615340.89416212,2536284.34114,2102505.37093572,10.9750623057544,12.7481436512906,14.714702093611,4.1971972345733,4.80370159987026,5.49784719920174,12.652129748691,14.1287628769502,15.7777342153592,0.28735823735438,0.34094311237834,0.260535428089653,65.7510002351968,67.2164963839602,73.5806122869323
"North Sea",1991,3209409.18283488,3959752.72307,2540146.59221082,2908839.86731522,2868903.70658,2379600.25775294,11.2527296218175,13.1731170946505,15.3226152233731,4.960748398351,5.61446427013912,6.35432529719652,13.2776852910503,14.6880987360703,16.248332427789,0.303773193827206,0.374793821207445,0.280073172461739,68.5482639932326,67.5876385037421,76.8992348433787
"North Sea",1992,3447817.47553373,3454159.83365,2800317.99380092,3172249.09586222,2591829.46886,2625135.85102501,11.231173876949,13.3253516370093,15.632906710996,8.03830786315829,8.9110822078225,9.87861966304078,16.6690491771511,18.3273420241051,20.1506073981082,0.261537953774986,0.262019060264992,0.301633500497567,67.4116990693983,61.8896728306246,69.538482641732
"North Sea",1993,3229367.43092539,3589460.68901,2549556.82040805,2943255.55845607,2689487.40164,2397977.06647274,11.3056157985185,13.3857834335791,15.8081398883805,8.09234258907455,8.98207820448752,9.96963833197727,17.0363768723674,18.7734270543603,20.6875890340885,0.239146396464614,0.265812611103888,0.269106572884466,61.3071975299383,58.1710308658005,64.9189657232344
"North Sea",1994,3295278.50188001,4018728.84658,3023188.97685622,3012899.97286037,2987062.18532,2748615.5453995,10.8904624464358,12.774741920019,14.9618925402484,5.43140280415439,6.09716098131624,6.84452495470422,12.545259735055,13.8520101041994,15.2948753536509,0.330726705791049,0.403334938803682,0.314403340966096,64.1051437469895,60.4027462253071,70.425111690448
"North Sea",1995,3594770.99042396,4657672.02288,3075514.25197957,3324959.54676928,3439421.04409,2920621.66374283,11.7011144224597,14.1517957583779,16.9114346502342,7.19992227110748,8.06184463842172,9.02695008734477,14.6772803656168,16.2231446408259,17.9318249349322,0.308053486021808,0.399138667585946,0.298504988660493,65.1190684868579,61.4126225255561,74.7429560517197
"North Sea",1996,2547894.78193306,3681347.00589,2398531.05008267,2320318.90026956,2729827.70949,2226263.07890589,11.3980120036168,13.5459513701713,16.0152115441628,5.49810662715612,6.15836775455951,6.89791886048148,11.9306241155696,13.1472371475525,14.487913032849,0.269424404945696,0.389280096452032,0.265462789868285,73.3009624311369,61.4001786251664,65.7953459350264
"North Sea",1997,2798932.79826696,4452351.21918,2902929.84709818,2577901.33140869,3213018.33308,2679300.09664974,11.3181524269186,13.5665362210542,16.0311989411391,6.85850662140508,7.66570127724475,8.56789667426364,12.7189126920032,14.0385701776401,15.4951494207865,0.277178495828455,0.440916628865268,0.336518048651999,74.3579400906144,66.7535689188458,71.9428080456971
"North Sea",1998,2665279.79585205,4060950.29182,2776325.25454027,2439245.71533596,2975105.12911,2543294.2704308,11.4985487646368,13.6676488160509,16.2610137542186,6.38156226175195,7.04007254498625,7.76653418171974,12.3278140366066,13.4870990174028,14.7554010277152,0.27473513334365,0.418599848939475,0.304495678733968,69.6625266636696,62.8539506917941,72.6015861204124
"North Sea",1999,2553781.44800003,3475461.15932,2347575.42427371,2315622.35518531,2559461.96415,2210284.03443796,10.4021437176546,12.2415164630968,14.361132735528,8.02418892966678,8.80732531383747,9.66689342233415,14.2160334866659,15.5095936941311,16.9208588867391,0.228914470412423,0.31153149434449,0.27488302574252,65.2988662358809,60.2696118145843,76.1326131660122
"North Sea",2000,2646609.73833046,3810002.34069,2292273.88932448,2418098.30269395,2851220.34005,2161487.60700941,11.1349186037429,13.4048317039308,15.9177254715611,9.58530661497224,10.4844472350281,11.4679308904304,17.098134955211,18.6248143272871,20.2878097309787,0.197554939984228,0.284395833981021,0.246767954938444,65.2325444119195,58.4038979732988,74.0100476792506
"North Sea",2001,2553598.2284633,3128540.99731,2228930.94437012,2342343.23310745,2292776.6763,2002940.00258126,11.1722945081692,13.0624006683714,15.1967503099692,7.81049313394441,8.56958242368535,9.40244638295324,15.6388464560094,17.0145661267576,18.5113052485126,0.208651556621146,0.255629465029285,0.255168581922169,63.1424945157728,61.0065127779462,71.9753695081459
"North Sea",2002,2704576.81410643,3557862.01907,2210370.94846163,2491059.34665584,2609860.47555,2050714.6786526,11.9825095025417,13.8687570475441,16.0179538532089,7.51671664129807,8.26755886308906,9.09340245435122,13.5932818482423,14.8095632209025,16.134673380753,0.253890827004329,0.333992558716592,0.230061887238028,63.9473269057025,61.3284667706163,63.7090431466513
"North Sea",2003,2202951.69728711,2980213.86215,1618756.58670917,1994859.94922625,2256163.67092,1504382.67195434,12.3253217139162,14.1550130218828,16.2561833647953,5.86911942483487,6.47643214587626,7.14658712900863,11.7626173412469,12.849826019294,14.0375244672051,0.23834040165888,0.322433474056159,0.161774959520636,51.8567732115779,53.274753660237,61.4490603571366
