"","Region","Year","Catch_SAU_tonnes","Catch_WAT_tonnes","Catch_STO_tonnes","Land_SAU_tonnes","Land_WAT_tonnes","Land_STO_tonnes","Stckbio_lwr_STO_MTkm2","Stckbio_STO_MTkm2","Stckbio_upr_STO_MTkm2","Stckbio_lwr_SUR_MTkm2","Stckbio_SUR_MTkm2","Stckbio_upr_SUR_MTkm2","Tbio_lwr_SUR_MTkm2","Tbio_SUR_MTkm2","Tbio_upr_SUR_MTkm2","ER_SAU_SUR","ER_WAT_SUR","ER_STO","pcdem_SAU","pcdem_WAT","pcdem_SUR"
"1","Virginian",1984,524001.771079578,347714.38997,79706.4896801914,479201.988332778,269675.33928,NA,NA,2.88874395117879,NA,3.29151022300296,4.16676762865896,5.27476790134356,28.4762060473649,40.7116644486383,58.2043696207871,0.0653352670157899,0.0433548391775805,0.183959277022644,39.3625651946401,66.8587547412282,68.0372428528934
"2","Virginian",1985,598177.824136597,302521.22116,99920.3637318901,543267.794945993,243077.72511,NA,NA,3.6463664722558,NA,5.16131359742681,6.38859185832258,7.907697364596,32.2459397439961,43.9977995651496,60.0325616788858,0.0690133526114079,0.0349026708545805,0.182696720633173,35.2388835599405,54.1029320628834,82.2516779577703
"3","Virginian",1986,505739.009045076,304314.7483,104451.831079422,470145.079172499,242572.76086,NA,NA,3.33247538306415,NA,3.45120135541241,4.30550805642137,5.37128892663351,26.7452614272371,37.8369689189653,53.5285931255393,0.0678490683832919,0.0408263388786976,0.208971070734358,34.3562494800658,53.5999952421629,73.2269943569814
"4","Virginian",1987,644069.188814798,278813.24242,101715.808430958,611541.929830727,230755.80616,NA,NA,2.87355139599849,NA,4.8070697545268,6.03819680957181,7.58462484901309,25.9267293446082,36.4916113513071,51.3615767463465,0.0895928303570424,0.0387841368027541,0.23599703471986,27.6691546855382,51.024915533135,73.0811319412278
"5","Virginian",1988,557793.085414569,259929.70796,93632.6475406519,517533.086617388,214677.25037,NA,NA,2.3341905000712,NA,5.40011628191226,6.69874987765695,8.30968215882913,28.2719616370766,39.729348456816,55.8299119482791,0.0712681453831918,0.0332107168423139,0.267441048740935,32.7147748259345,41.4483823898188,56.5665516385401
"6","Virginian",1989,586045.334466067,285073.36042,82098.4752786455,549900.385951587,236838.22026,NA,NA,2.37669483007062,NA,5.95811701155214,7.33801685502231,9.0375014891767,35.4835681601343,50.2525115374068,71.168573138436,0.0591980245866702,0.0287960313079243,0.230302541312444,27.4003350170105,35.3619984839971,71.0209947473469
"7","Virginian",1990,549930.562312435,233563.56469,82774.6041330823,525616.743319292,194608.91571,NA,NA,2.2604321913301,NA,5.16414032133203,6.33968508015903,7.78282626240183,30.5665351243855,43.3231469681354,61.4035923792129,0.0644349705036578,0.0273664757569503,0.244142107441499,26.0028261809731,43.0148518641364,74.9213458323994
"8","Virginian",1991,554294.604305508,309059.30372,101133.18632603,522040.211730946,261023.00818,NA,NA,5.44016459990816,NA,6.67571761198045,8.13891363616411,9.92281564727339,31.3474477064176,44.8647172587946,64.2107412878625,0.0627147203049107,0.0349679892964415,0.123942060122955,27.6846392962905,36.8222883440851,73.0198079023847
"9","Virginian",1992,533430.048618508,233520.53293,100404.793505824,500533.794146719,190844.33704,NA,NA,5.97924661845957,NA,6.4424520145684,7.94019612853623,9.78613646125004,24.8122420895157,34.5613992808934,48.1411682162358,0.0783465600524259,0.0342978999853064,0.111955398705948,29.4181499728592,47.8270161979627,55.494427466604
"10","Virginian",1993,551087.779989116,257511.02316,91296.3219675831,521516.913802728,212005.79585,NA,NA,5.33347846652481,NA,6.1322392875021,7.60934309255548,9.44224443723683,20.9759308919462,28.9423054252258,39.9342011394913,0.0966543562208326,0.0451644240120681,0.114124738597247,27.8670947440422,44.9897733729311,63.2368723601751
