"","Region","Year","Catch_SAU_tonnes","Catch_WAT_tonnes","Catch_STO_tonnes","Land_SAU_tonnes","Land_WAT_tonnes","Land_STO_tonnes","Stckbio_lwr_STO_MTkm2","Stckbio_STO_MTkm2","Stckbio_upr_STO_MTkm2","Stckbio_lwr_SUR_MTkm2","Stckbio_SUR_MTkm2","Stckbio_upr_SUR_MTkm2","Tbio_lwr_SUR_MTkm2","Tbio_SUR_MTkm2","Tbio_upr_SUR_MTkm2","ER_SAU_SUR","ER_WAT_SUR","ER_STO","pcdem_SAU","pcdem_WAT","pcdem_SUR"
"1","Gulf of Maine_Bay of Fundy",1984,358880.611951256,238553.87606,87321.6654275597,320405.774142803,182160.19845,NA,NA,9.12449940781012,NA,1.63539875293399,2.05644107152031,2.58588302886293,9.20558829471983,10.5240384508092,12.0313207334765,0.211151924446221,0.140356175108774,0.0694124725455404,79.4326007320084,76.4273383569519,94.23320100537
"2","Gulf of Maine_Bay of Fundy",1985,348251.524079036,260607.18234,112975.542641897,315742.745255488,212481.36306,NA,NA,11.2816635740816,NA,2.62977074533477,3.25541387644199,4.02990242618352,15.2775953374232,17.3553994725229,19.7157919291801,0.124246992393454,0.0929777943901512,0.0726333112116418,73.6348050598917,62.5102570839606,86.9515161638626
"3","Gulf of Maine_Bay of Fundy",1986,330585.876606025,197126.53337,110918.965753692,293631.900639981,151668.21607,NA,NA,10.3158618423008,NA,2.08238186014804,2.57539629292756,3.1851343850803,15.8259035239948,18.0406571331589,20.5653540919629,0.113464346507156,0.0676581634934867,0.0779874726296959,74.3059149638773,73.5570450619344,90.5637194288894
"4","Gulf of Maine_Bay of Fundy",1987,322653.045713139,174970.79344,113295.471550836,289915.95863724,133447.38138,NA,NA,8.41470873963609,NA,2.15226710877957,2.68215048986906,3.34248998228854,13.8417842446377,15.7719222245782,17.9712041642688,0.126671413147663,0.0686923553305544,0.0976557939073742,70.7493311701916,76.9264267902836,85.6612487685807
"5","Gulf of Maine_Bay of Fundy",1988,339568.804189534,205952.61907,108518.697599138,306426.913477704,164402.88229,NA,NA,6.9567993338554,NA,2.26851714712304,2.75787016249166,3.35278392883545,11.7396201282387,13.3388415539224,15.1559157840775,0.157629371808348,0.0956041354969933,0.113140905006558,68.8937530648896,63.2751623351327,72.9112376443763
"6","Gulf of Maine_Bay of Fundy",1989,299070.359501787,181134.54976,101808.188546101,270215.533325011,142681.01374,NA,NA,7.04149928663771,NA,2.33769911945693,2.97442214163877,3.78457047916682,12.8373895889804,14.6750833288001,16.7758459938061,0.126188643015744,0.0764272429924492,0.104867791635785,69.1669663220741,64.4119845134949,84.8329492925234
"7","Gulf of Maine_Bay of Fundy",1990,341167.477480123,231303.05023,110425.49694605,311308.918719647,183175.47137,NA,NA,6.64526684249704,NA,2.31500073198741,2.90602686223765,3.64794360855206,13.4925774891451,15.3556580184589,17.4759962186292,0.137570927802674,0.093269661747238,0.120526207019979,68.5433675508604,63.7279817034084,83.52846827591
"8","Gulf of Maine_Bay of Fundy",1991,310261.340468174,200885.80161,107665.569001566,285589.316437608,158488.40518,NA,NA,8.43078812062866,NA,2.61410580082665,3.24202719367584,4.02077847086749,13.3203093696725,15.2185453548639,17.3872930643309,0.126235642526908,0.0817341541891923,0.0926260655283056,68.6215828300405,73.8452408040248,83.6399352482187
"9","Gulf of Maine_Bay of Fundy",1992,327567.31058045,184769.69753,92351.0001553949,298817.129132581,147949.94494,NA,NA,8.43428781398504,NA,3.85795935260995,4.77832397284635,5.91825312364469,13.2306753046539,15.1327978918229,17.3083812248199,0.134032092106751,0.0756029930886381,0.0794177791417465,68.2710915901432,63.6664895015591,59.1605160910338
"10","Gulf of Maine_Bay of Fundy",1993,303134.729885293,152704.70186,87884.3489179773,277342.053696517,118071.4666,NA,NA,7.88117517612589,NA,3.4526909546153,4.2441550345143,5.21704728102435,12.3391789560019,14.1091521102411,16.1330161414908,0.133033878777553,0.0670160717107304,0.0808807390202868,67.6561940460344,74.5059865899272,65.6396458467371
