"","Region","Year","Catch_SAU_tonnes","Catch_WAT_tonnes","Catch_STO_tonnes","Land_SAU_tonnes","Land_WAT_tonnes","Land_STO_tonnes","Stckbio_lwr_STO_MTkm2","Stckbio_STO_MTkm2","Stckbio_upr_STO_MTkm2","Stckbio_lwr_SUR_MTkm2","Stckbio_SUR_MTkm2","Stckbio_upr_SUR_MTkm2","Tbio_lwr_SUR_MTkm2","Tbio_SUR_MTkm2","Tbio_upr_SUR_MTkm2","ER_SAU_SUR","ER_WAT_SUR","ER_STO","pcdem_SAU","pcdem_WAT","pcdem_SUR"
"11","East Bering Sea",1994,781410.517231912,1470118.40063,1367222.52536744,685277.113202035,1171102.92287,NA,NA,24.4138688920594,NA,26.3118393267664,50.0144251185155,95.069093759285,93.5938791293184,123.732886324965,163.577226424745,0.0102888592046805,0.0193570996355082,0.112771159772087,93.2802515596645,95.2614639334834,96.3729910416141
"12","East Bering Sea",1995,775655.524972466,1588971.49552,1340653.61130941,690160.10113433,1268373.93892,NA,NA,25.8544253068929,NA,17.144437010258,34.1914069867295,68.1884340111431,75.4366551839972,101.026975196388,135.29828029142,0.0125084833856865,0.0256242918565518,0.104418426301849,92.234034525418,94.2680696595283,92.961100419706
"13","East Bering Sea",1996,744965.131818966,1561684.11064,1277972.29372972,661667.507497117,1263180.96359,NA,NA,26.1078722519869,NA,15.8211694471085,27.7272413179716,48.5931152987896,67.3736379427561,90.8978280425724,122.635728085178,0.0133522838373868,0.0279906382446225,0.0985701481849585,92.4299194233424,95.9179257938263,97.0476863976623
"14","East Bering Sea",1997,736210.393496117,1577421.27884,1249846.51609174,655492.881930942,1250618.06351,NA,NA,24.9695643427062,NA,13.071390360073,20.734214678323,32.8892066172203,68.8042959614603,93.3232433877698,126.579708936942,0.0128524296759173,0.0275379106770156,0.100795505882015,94.5614009743518,92.8008334050869,96.2622857272638
"15","East Bering Sea",1998,681245.255290646,1058177.15254,1134276.99951423,636741.84226391,860972.72454,NA,NA,23.3926428746607,NA,14.8881064088426,28.2207996397419,53.4932724441997,63.0273596520639,84.6546624723734,113.703190453684,0.0131106952913849,0.0203648217782278,0.0976416893957479,95.8192121016573,91.5276604538324,97.0037727093874
"16","East Bering Sea",1999,628450.843161987,953533.18603,1007504.739777,585073.328044917,770266.95147,NA,NA,23.5639488733727,NA,8.42426167482832,24.1344390154659,69.1421004088309,50.4360437384178,69.9897060926977,97.1241714427124,0.0146288524439717,0.0221960021704794,0.0860982801115013,92.9999039839402,90.5982436697864,96.0293739829477
"17","East Bering Sea",2000,646379.262651744,961210.16568,1140724.85843125,601861.350091675,795849.37067,NA,NA,23.6921236686468,NA,23.0321244231593,41.0449172790143,73.1450214269918,69.4912468099555,93.7859668784682,126.574323920017,0.0112285239748717,0.0166975830040565,0.0969554808875635,94.3610172497925,88.0657738958138,95.8518603781107
"18","East Bering Sea",2001,709351.762493711,1390721.73168,1319716.45261682,672640.931497701,1128904.99753,NA,NA,23.9182475902615,NA,19.8146701596878,36.0169686992225,65.4677581724237,72.1191051856029,99.6218320546379,137.612764279051,0.0116005944362718,0.022743580316504,0.111108356537924,95.2199004093949,89.5838823469752,97.8640793659745
"19","East Bering Sea",2002,717608.545411586,1204069.88489,1410522.57284813,675721.534723607,1004529.75357,NA,NA,23.1955739146453,NA,21.7476714031134,35.0581027667028,56.5150423150471,74.8868485747336,102.392331742107,140.000411275458,0.0114180853359315,0.0191583179771278,0.122453264663673,96.2095733648312,88.4514140993848,98.6496057918104
"20","East Bering Sea",2003,760834.57478164,1132015.94549,1427058.00506725,710580.879895377,950024.98328,NA,NA,24.2698257044891,NA,24.2821817551663,34.3621129149213,48.6263885133212,84.0905343928621,116.636057112042,161.777659243871,0.0106274856237757,0.0158122193514045,0.118405102639516,95.5711077711393,85.1239527291272,95.9730293392888
"21","East Bering Sea",2004,759982.139931831,1015165.05833,1432107.28076117,716626.800347912,855298.98128,NA,NA,25.0465395174791,NA,19.0675558394909,28.0206142879743,41.1775285560875,90.5859002132826,123.582243940619,168.597662345241,0.0100189088492399,0.0133830068523109,0.115139216894745,94.3253817516696,88.9927437346341,92.4047398154466
"22","East Bering Sea",2005,789403.904293581,1182957.52102,1433457.77849023,756067.779238602,992435.79697,NA,NA,23.6563663235434,NA,16.7442061364946,27.1442804189476,44.0039947822041,88.34559044265,122.492538595707,169.837814614652,0.0104993581550672,0.0157337639551379,0.122020364751769,94.1057145627873,83.9411315903883,88.0709827291703
"23","East Bering Sea",2006,762488.423242354,1047315.07939,1436177.35773044,724317.371679605,883232.73808,NA,NA,21.0256725733574,NA,14.1300679993273,23.0970760539135,37.7545898764009,69.4623419973759,95.4107956934937,131.052591564066,0.0130199360887781,0.0178835179431141,0.13754779366508,94.5050816988415,87.017643276666,95.7761518438619
"24","East Bering Sea",2007,751194.851615631,1080847.27675,1331453.06958195,712395.904611178,897337.2097,NA,NA,18.5235249478009,NA,8.24965256253314,15.5091264189245,29.1567433240273,69.1951259786097,96.7459768924996,135.266522208189,0.0126500663798837,0.0182013891176135,0.144743036282714,93.9038043164856,86.0878205409017,96.4885272920684
"25","East Bering Sea",2008,645087.218978968,965522.24547,1064806.45317693,614323.588949341,795674.37325,NA,NA,15.7867030721992,NA,8.8115423546017,15.1961949642709,26.2070284745933,59.0897341905986,79.2155162080781,106.196077780135,0.0132672617258451,0.0198575261699516,0.135823426952585,93.6267763885863,82.1109211659275,94.5331185612509
"26","East Bering Sea",2009,579496.44217591,874555.91631,908618.167834605,549803.14809297,722613.87104,NA,NA,16.0288954257905,NA,6.15522130156207,11.0392587584025,19.7986762724582,46.5972161347454,63.1264951022161,85.519151452456,0.0149558882920768,0.0225709074940908,0.114149304763067,92.1169612277317,78.740953043788,99.2408896450277
"27","East Bering Sea",2010,616427.940794004,906535.74033,917617.653975677,589912.745644286,739553.83244,NA,NA,17.2801471748717,NA,7.85159725914548,13.4548820071112,23.056945466022,74.9121818452123,102.503846433918,140.258076522968,0.0097974999320245,0.0144084705875281,0.106932513009724,92.4447953369606,83.9643115171538,96.2048979048908
"28","East Bering Sea",2011,748113.310247384,1012014.8266,1268692.30239905,723497.166247884,821831.13688,NA,NA,19.0245272082857,NA,10.0534452794391,18.7339152050351,34.9093837141792,73.7146082005231,100.303424284157,136.48281078507,0.0121513558090226,0.0164378204124673,0.134288209157809,93.8514446429759,91.5826876046963,96.8260887146639
"29","East Bering Sea",2012,743620.572645667,1111842.41523,1289602.4397296,721814.799800297,916871.82347,NA,NA,20.6381410504378,NA,14.4386367640932,23.0947182332094,36.9401917220982,78.3589814168853,105.344983914251,141.624679586537,0.011500339227271,0.0171950123662139,0.12582899263987,94.8590771796138,87.6907043515833,87.6827443708201
"30","East Bering Sea",2013,810547.94415917,1222793.54871,1338747.25909726,781028.561860701,996620.75389,NA,NA,21.8320527219122,NA,13.850577591134,23.2941269284161,39.1764419777336,87.8770148838711,121.467732819778,167.898399096451,0.0108715357664791,0.0164008111989119,0.123480811005892,95.6592626594404,86.7996755554004,90.6465047027707
"31","East Bering Sea",2014,794416.827746816,1118711.81,1350048.87694163,768398.028218284,911541.30027,NA,NA,21.1513341739192,NA,24.0960770000409,38.8044228196783,62.490804223684,99.492889194655,137.005665222197,188.662249683519,0.00944676311491412,0.0133030986930389,0.128530789460019,94.2611899050399,94.1679738494875,99.1180558124335
"32","East Bering Sea",2015,825222.436432644,1136773.54107,1351100.5870188,804610.185591014,922833.17227,NA,NA,21.0920593233194,NA,34.1822474838023,56.2466995349253,92.5536335804523,103.031738166523,140.952009201856,192.828629814336,0.0095383416063505,0.0131394080978449,0.128992407507425,95.3165892595389,95.461256544938,97.0698606489319
